time,lat,lon
2024-07-11T10:09:24.334372939Z,{"lat":10.7434134464811,"lon":106.63159204656876}
2024-07-11T10:09:25.370347659Z,{"lat":10.743411937738529,"lon":106.63157838406659}
2024-07-11T10:09:26.357452517Z,{"lat":10.743410596634021,"lon":106.63156488920248}
2024-07-11T10:09:27.362560762Z,{"lat":10.743413907485774,"lon":106.63155256780482}
2024-07-11T10:09:28.37243669Z,{"lat":10.743423085669747,"lon":106.63154125223554}
2024-07-11T10:09:29.364304934Z,{"lat":10.743435784253052,"lon":106.63153194832302}
2024-07-11T10:09:30.384766304Z,{"lat":10.743449321026674,"lon":106.6315276735524}
2024-07-11T10:09:31.396409951Z,{"lat":10.74346432463335,"lon":106.63152691918111}
2024-07-11T10:09:32.384137013Z,{"lat":10.743480334068408,"lon":106.63152733827627}
2024-07-11T10:09:33.394217428Z,{"lat":10.743495840589276,"lon":106.6315258295337}
2024-07-11T10:09:34.414779606Z,{"lat":10.743508790629676,"lon":106.63152063275373}
2024-07-11T10:09:35.415147547Z,{"lat":10.743521321574917,"lon":106.63151501687861}
2024-07-11T10:09:36.414420998Z,{"lat":10.743534606891444,"lon":106.63151090974605}
2024-07-11T10:09:37.43486474Z,{"lat":10.743547682660392,"lon":106.63150789226091}
2024-07-11T10:09:38.43448054Z,{"lat":10.743560506972244,"lon":106.63150194110966}
2024-07-11T10:09:39.470458206Z,{"lat":10.743572073998621,"lon":106.63149372684455}
2024-07-11T10:09:40.475966642Z,{"lat":10.743580246354215,"lon":106.63148400383687}
2024-07-11T10:09:41.465288856Z,{"lat":10.743589466447704,"lon":106.6314758733908}
2024-07-11T10:09:42.464588881Z,{"lat":10.743599650460057,"lon":106.6314674076686}
2024-07-11T10:09:43.469586771Z,{"lat":10.74361125939595,"lon":106.63145625973738}
2024-07-11T10:09:44.465057247Z,{"lat":10.743622700693779,"lon":106.63144846456743}
2024-07-11T10:09:45.464238449Z,{"lat":10.743632884706132,"lon":106.63144066939748}
2024-07-11T10:09:46.484532866Z,{"lat":10.743644451732509,"lon":106.63142843181885}
2024-07-11T10:09:47.485104981Z,{"lat":10.74365627021598,"lon":106.6314172000686}
2024-07-11T10:09:48.484443189Z,{"lat":10.743665238852374,"lon":106.63140471103287}
2024-07-11T10:09:49.494164244Z,{"lat":10.743673034022324,"lon":106.63139406601584}
2024-07-11T10:09:50.512487524Z,{"lat":10.743678649897449,"lon":106.6313804873327}
2024-07-11T10:09:51.507135411Z,{"lat":10.743685187781923,"lon":106.63136322061217}
2024-07-11T10:09:52.51320787Z,{"lat":10.743691725666396,"lon":106.63134704353905}
2024-07-11T10:09:53.512353579Z,{"lat":10.74369633571314,"lon":106.6313323752085}
2024-07-11T10:09:54.522388147Z,{"lat":10.743700945759885,"lon":106.63131896416343}
2024-07-11T10:09:55.514874635Z,{"lat":10.743706603544526,"lon":106.63130572075642}
2024-07-11T10:09:56.543032497Z,{"lat":10.743714440623991,"lon":106.63129281262553}
2024-07-11T10:09:57.545343848Z,{"lat":10.743721858608298,"lon":106.6312821676085}
2024-07-11T10:09:58.554305988Z,{"lat":10.743729360411637,"lon":106.63127068440116}
2024-07-11T10:09:59.554537466Z,{"lat":10.743737239400618,"lon":106.63125794390834}
2024-07-11T10:10:00.554546679Z,{"lat":10.743744364018314,"lon":106.63124637688196}
2024-07-11T10:10:01.563229493Z,{"lat":10.743749896074407,"lon":106.63123556422687}
2024-07-11T10:10:02.564705013Z,{"lat":10.743755470040016,"lon":106.63122366192437}
2024-07-11T10:10:03.574342797Z,{"lat":10.743759451444022,"lon":106.63120907741285}
2024-07-11T10:10:04.565853628Z,{"lat":10.743760624910466,"lon":106.63119398998714}
2024-07-11T10:10:05.564479862Z,{"lat":10.74375978672015,"lon":106.63118150095141}
2024-07-11T10:10:06.574394515Z,{"lat":10.743757188330166,"lon":106.631169850106}
2024-07-11T10:10:07.584844191Z,{"lat":10.743753123107128,"lon":106.63115811544156}
2024-07-11T10:10:08.594662589Z,{"lat":10.74375056662666,"lon":106.63114730278647}
2024-07-11T10:10:09.602430417Z,{"lat":10.743748177784257,"lon":106.63113741214073}
2024-07-11T10:10:10.594461049Z,{"lat":10.74374562130379,"lon":106.63112735385693}
2024-07-11T10:10:11.614634214Z,{"lat":10.743743400099449,"lon":106.63111779848731}
2024-07-11T10:10:12.614467536Z,{"lat":10.743741681809299,"lon":106.63110748874641}
2024-07-11T10:10:13.615013887Z,{"lat":10.7437390415098,"lon":106.6310976819197}
2024-07-11T10:10:14.62437012Z,{"lat":10.743738622414641,"lon":106.63108913237846}
2024-07-11T10:10:15.634258521Z,{"lat":10.743737029853039,"lon":106.631079996104}
2024-07-11T10:10:16.642454659Z,{"lat":10.743734096186929,"lon":106.63107010545826}
2024-07-11T10:10:17.624513583Z,{"lat":10.743733551363222,"lon":106.63106013099349}
2024-07-11T10:10:18.634290183Z,{"lat":10.74373468292015,"lon":106.63104990507162}
2024-07-11T10:10:19.67252113Z,{"lat":10.743736233572237,"lon":106.63104160698748}
2024-07-11T10:10:20.664653334Z,{"lat":10.743736359300785,"lon":106.6310318839798}
2024-07-11T10:10:21.644609882Z,{"lat":10.743734263824992,"lon":106.63102165805793}
2024-07-11T10:10:22.673431861Z,{"lat":10.743731036792271,"lon":106.63101051012671}
2024-07-11T10:10:23.673698069Z,{"lat":10.743726636293106,"lon":106.63099676380551}
2024-07-11T10:10:24.663847195Z,{"lat":10.743721774789266,"lon":106.63098410713172}
2024-07-11T10:10:25.663843345Z,{"lat":10.743719972680084,"lon":106.63097304301954}
2024-07-11T10:10:26.683655961Z,{"lat":10.74372072705137,"lon":106.63096323619283}
2024-07-11T10:10:27.701781612Z,{"lat":10.74371930212783,"lon":106.63095158534742}
2024-07-11T10:10:28.689018564Z,{"lat":10.74372122996556,"lon":106.63094177852071}
2024-07-11T10:10:29.710476242Z,{"lat":10.743721774789266,"lon":106.63093465390301}
2024-07-11T10:10:30.718611877Z,{"lat":10.743718254389934,"lon":106.63092375742889}
2024-07-11T10:10:31.73870195Z,{"lat":10.743711381229334,"lon":106.63090959201253}
2024-07-11T10:10:32.73846042Z,{"lat":10.743703795606963,"lon":106.63089668388164}
2024-07-11T10:10:33.776808713Z,{"lat":10.743696000437014,"lon":106.63088411102689}
2024-07-11T10:10:34.766473643Z,{"lat":10.743689755919151,"lon":106.63087396892405}
2024-07-11T10:10:38.816474561Z,{"lat":10.743681835020654,"lon":106.63086525174475}
2024-07-11T10:11:07.860707824Z,{"lat":10.743521634418064,"lon":106.63068591724617}
2024-07-11T10:11:08.895689416Z,{"lat":10.743280341858735,"lon":106.63078864114976}
2024-07-11T10:11:09.879184942Z,{"lat":10.743338302719167,"lon":106.63075737665093}
2024-07-11T10:11:10.905661937Z,{"lat":10.743357329639366,"lon":106.63075461062289}
2024-07-11T10:11:11.898883646Z,{"lat":10.743368477570584,"lon":106.6307676025728}
2024-07-11T10:11:12.90589618Z,{"lat":10.743379709320834,"lon":106.63078394728399}
2024-07-11T10:11:13.908502566Z,{"lat":10.743385995748213,"lon":106.63080104636646}
2024-07-11T10:11:14.918274278Z,{"lat":10.743390396247378,"lon":106.63081722343958}
2024-07-11T10:11:15.925933287Z,{"lat":10.743393288003972,"lon":106.63083189177013}
2024-07-11T10:11:16.935924514Z,{"lat":10.74339563493686,"lon":106.63084329115844}
2024-07-11T10:11:17.935778417Z,{"lat":10.743398149507811,"lon":106.63085385235644}
2024-07-11T10:11:18.936013335Z,{"lat":10.743400831716826,"lon":106.63086994561053}
2024-07-11T10:11:19.921271577Z,{"lat":10.743398820060065,"lon":106.63088670941687}
2024-07-11T10:11:20.920651137Z,{"lat":10.74339412619429,"lon":106.63090389231837}
2024-07-11T10:11:21.920972193Z,{"lat":10.743386456752887,"lon":106.63092711019016}
2024-07-11T10:11:22.928962071Z,{"lat":10.743377865302136,"lon":106.63095175298548}
2024-07-11T10:11:23.934510006Z,{"lat":10.74337216560798,"lon":106.63098058673239}
2024-07-11T10:11:24.934676547Z,{"lat":10.743364957171252,"lon":106.63101076158381}
2024-07-11T10:11:25.934501544Z,{"lat":10.743356868634692,"lon":106.63103699694074}
2024-07-11T10:11:26.926665648Z,{"lat":10.743347061807981,"lon":106.63106247792638}
2024-07-11T10:11:27.937278342Z,{"lat":10.743339057090452,"lon":106.63109005438781}
2024-07-11T10:11:28.936674142Z,{"lat":10.743336793976596,"lon":106.63111821758247}
2024-07-11T10:11:29.954961808Z,{"lat":10.743340021009317,"lon":106.63114797333873}
2024-07-11T10:11:30.954642726Z,{"lat":10.743344756784609,"lon":106.63118057894206}
2024-07-11T10:11:31.956503175Z,{"lat":10.743347103717497,"lon":106.63121209489799}
2024-07-11T10:11:32.946454105Z,{"lat":10.74334798381733,"lon":106.63124109628296}
2024-07-11T10:11:33.955205735Z,{"lat":10.743346307436695,"lon":106.63126833746827}
2024-07-11T10:11:34.946440057Z,{"lat":10.743343960503807,"lon":106.63129524337745}
2024-07-11T10:11:35.966713035Z,{"lat":10.743342326032689,"lon":106.63132122727728}
2024-07-11T10:11:36.976944929Z,{"lat":10.743339643823674,"lon":106.631344277511}
2024-07-11T10:11:37.976712666Z,{"lat":10.743338218900135,"lon":106.63136716010666}
2024-07-11T10:11:38.976921466Z,{"lat":10.743335578600636,"lon":106.6313897074262}
2024-07-11T10:11:39.984641773Z,{"lat":10.743331471468082,"lon":106.63141334439314}
2024-07-11T10:11:40.976604597Z,{"lat":10.743326651873758,"lon":106.63143631080783}
2024-07-11T10:11:41.996651835Z,{"lat":10.74332187418895,"lon":106.63145743320382}
2024-07-11T10:11:43.006864682Z,{"lat":10.743316761228016,"lon":106.63148098635173}
2024-07-11T10:11:44.006658106Z,{"lat":10.743311187262407,"lon":106.63150353367126}
2024-07-11T10:11:45.006742651Z,{"lat":10.743305361839703,"lon":106.631523985515}
2024-07-11T10:11:46.006719693Z,{"lat":10.743299326869419,"lon":106.63154728720582}
2024-07-11T10:11:47.006577056Z,{"lat":10.743292495618334,"lon":106.63157125944889}
2024-07-11T10:11:48.026650012Z,{"lat":10.743286083462408,"lon":106.63159657279647}
2024-07-11T10:11:49.036723101Z,{"lat":10.743281724872759,"lon":106.63162373016274}
2024-07-11T10:11:50.046597064Z,{"lat":10.743278414021006,"lon":106.63165113898611}
2024-07-11T10:11:51.05658352Z,{"lat":10.74327422306942,"lon":106.63167770961917}
2024-07-11T10:11:52.066927689Z,{"lat":10.743270325484445,"lon":106.63170352588094}
2024-07-11T10:11:53.076630635Z,{"lat":10.743266302170923,"lon":106.6317277495811}
2024-07-11T10:11:54.076645087Z,{"lat":10.743262739862075,"lon":106.63175222473836}
2024-07-11T10:11:55.097014687Z,{"lat":10.743259009915164,"lon":106.63177577788628}
2024-07-11T10:11:56.10708049Z,{"lat":10.7432554056968,"lon":106.63179891193903}
2024-07-11T10:11:57.106759756Z,{"lat":10.743251172835699,"lon":106.63182221362985}
2024-07-11T10:11:58.137567366Z,{"lat":10.743244551132193,"lon":106.63184149200714}
2024-07-11T10:11:59.136739877Z,{"lat":10.743237719881108,"lon":106.63186286586023}
2024-07-11T10:12:00.146525664Z,{"lat":10.743231056268087,"lon":106.63188616755104}
2024-07-11T10:12:01.167107585Z,{"lat":10.743225440392962,"lon":106.63190972069896}
2024-07-11T10:12:02.187860146Z,{"lat":10.743219908336869,"lon":106.6319333576659}
2024-07-11T10:12:03.176548742Z,{"lat":10.743214879194966,"lon":106.63195825191832}
2024-07-11T10:12:04.192513887Z,{"lat":10.74320947286742,"lon":106.63198457109428}
2024-07-11T10:12:05.166887766Z,{"lat":10.743206120106152,"lon":106.63200980062282}
2024-07-11T10:12:06.188261006Z,{"lat":10.743204066539874,"lon":106.63203477869428}
2024-07-11T10:12:07.196812552Z,{"lat":10.743204569454065,"lon":106.63206336098409}
2024-07-11T10:12:08.196528654Z,{"lat":10.743206413472763,"lon":106.63209596658743}
2024-07-11T10:12:09.197504124Z,{"lat":10.743205868649056,"lon":106.63212614143885}
2024-07-11T10:12:10.19650088Z,{"lat":10.743203731263748,"lon":106.63215355026222}
2024-07-11T10:12:11.216525114Z,{"lat":10.743200797597638,"lon":106.63217903124786}
2024-07-11T10:12:12.206343242Z,{"lat":10.743196564736536,"lon":106.63220434459544}
2024-07-11T10:12:13.216586389Z,{"lat":10.743191451775601,"lon":106.63222865211463}
2024-07-11T10:12:14.226617508Z,{"lat":10.743186213086119,"lon":106.63227760242916}
2024-07-11T10:12:15.226527722Z,{"lat":10.743185374895802,"lon":106.63230241286254}
2024-07-11T10:12:16.227085124Z,{"lat":10.74318650645273,"lon":106.63233250389493}
2024-07-11T10:12:17.226626284Z,{"lat":10.74318650645273,"lon":106.63233250389493}
2024-07-11T10:12:18.226428211Z,{"lat":10.743187302733531,"lon":106.63236619914568}
2024-07-11T10:12:19.226854418Z,{"lat":10.743187428462079,"lon":106.63239528434968}
2024-07-11T10:12:20.226598911Z,{"lat":10.743182273591628,"lon":106.6324500181774}
2024-07-11T10:12:21.22691765Z,{"lat":10.743175693797639,"lon":106.6324793548385}
2024-07-11T10:12:22.236463686Z,{"lat":10.743167228075436,"lon":106.63250743421412}
2024-07-11T10:12:23.24674215Z,{"lat":10.74315888808178,"lon":106.63253559740878}
2024-07-11T10:12:24.244558218Z,{"lat":10.743150673816672,"lon":106.63256233567989}
2024-07-11T10:12:25.236496693Z,{"lat":10.743142459551564,"lon":106.63258722993231}
2024-07-11T10:12:26.236368789Z,{"lat":10.743134329105487,"lon":106.632610196347}
2024-07-11T10:12:27.246665226Z,{"lat":10.743125611926189,"lon":106.63263089964784}
2024-07-11T10:12:28.246608677Z,{"lat":10.74311517645674,"lon":106.63265286023415}
2024-07-11T10:12:29.246484173Z,{"lat":10.74310071767377,"lon":106.63267331207788}
2024-07-11T10:12:30.274761539Z,{"lat":10.743081984120181,"lon":106.63269124935067}
2024-07-11T10:12:31.256758841Z,{"lat":10.743060358809998,"lon":106.63270700732863}
2024-07-11T10:12:32.264671109Z,{"lat":10.743039445961585,"lon":106.63271899345017}
2024-07-11T10:12:33.274580949Z,{"lat":10.743018491203657,"lon":106.63272972228623}
2024-07-11T10:12:34.286699716Z,{"lat":10.742995943884125,"lon":106.63274296569324}
2024-07-11T10:12:35.276584211Z,{"lat":10.742971929731539,"lon":106.63275763402379}
2024-07-11T10:12:36.297708545Z,{"lat":10.74294833467411,"lon":106.63277146416402}
2024-07-11T10:12:37.296481574Z,{"lat":10.74292457197862,"lon":106.63278470757103}
2024-07-11T10:12:38.32450463Z,{"lat":10.74289867189782,"lon":106.63279660987354}
2024-07-11T10:12:39.327044712Z,{"lat":10.742874029102495,"lon":106.632805746148}
2024-07-11T10:12:40.3176772Z,{"lat":10.742849428216687,"lon":106.63281119438506}
2024-07-11T10:12:41.336645723Z,{"lat":10.742826210344901,"lon":106.63281161348021}
2024-07-11T10:12:42.336247443Z,{"lat":10.742804794582298,"lon":106.63281018855668}
2024-07-11T10:12:43.362327968Z,{"lat":10.742784049371949,"lon":106.6328039021293}
2024-07-11T10:12:44.367153373Z,{"lat":10.742762717428377,"lon":106.6327954364071}
2024-07-11T10:12:45.38672578Z,{"lat":10.742742265584639,"lon":106.63278730596102}
2024-07-11T10:12:46.386438916Z,{"lat":10.742719047712853,"lon":106.63277951079107}
2024-07-11T10:12:47.407038204Z,{"lat":10.74269126170384,"lon":106.63277213471628}
2024-07-11T10:12:48.406621029Z,{"lat":10.742666325541904,"lon":106.63276459100342}
2024-07-11T10:12:49.406717918Z,{"lat":10.742640635008684,"lon":106.63275671201444}
2024-07-11T10:12:50.43452248Z,{"lat":10.74261263945209,"lon":106.63275017412997}
2024-07-11T10:12:51.427738828Z,{"lat":10.742583638067117,"lon":106.63274246277905}
2024-07-11T10:12:52.447260481Z,{"lat":10.742555852058103,"lon":106.6327349190662}
2024-07-11T10:12:53.456623024Z,{"lat":10.742555852058103,"lon":106.6327349190662}
2024-07-11T10:12:54.464946678Z,{"lat":10.74249487371253,"lon":106.6327262018869}
2024-07-11T10:12:55.46665048Z,{"lat":10.742465117956272,"lon":106.63272553133464}
2024-07-11T10:12:56.486609896Z,{"lat":10.742434356371632,"lon":106.63272184329725}
2024-07-11T10:12:57.514444062Z,{"lat":10.74239835609751,"lon":106.63271622742212}
2024-07-11T10:12:58.506543321Z,{"lat":10.74236780406045,"lon":106.63270776169992}
2024-07-11T10:12:59.509309483Z,{"lat":10.742337713028064,"lon":106.63269937979675}
2024-07-11T10:13:00.509154135Z,{"lat":10.742304520691505,"lon":106.63268705839909}
2024-07-11T10:13:01.517707787Z,{"lat":10.74226986152189,"lon":106.63267054604984}
2024-07-11T10:13:02.519335706Z,{"lat":10.742236459637752,"lon":106.63265747028089}
2024-07-11T10:13:03.549207009Z,{"lat":10.742214792418054,"lon":106.63264280195034}
2024-07-11T10:13:04.549283063Z,{"lat":10.74219559785979,"lon":106.63263115110493}
2024-07-11T10:13:05.539587586Z,{"lat":10.742176570939591,"lon":106.6326210090021}
2024-07-11T10:13:06.555946291Z,{"lat":10.742162489342263,"lon":106.63261597986019}
2024-07-11T10:13:07.549865339Z,{"lat":10.742142540412715,"lon":106.632615476946}
2024-07-11T10:13:08.569149618Z,{"lat":10.742117855707875,"lon":106.63261396820343}
2024-07-11T10:13:09.569498976Z,{"lat":10.742093338641098,"lon":106.63260952579475}
2024-07-11T10:13:10.579542484Z,{"lat":10.742072383883169,"lon":106.63260432901478}
2024-07-11T10:13:11.599275138Z,{"lat":10.742055117162636,"lon":106.63259728821612}
2024-07-11T10:13:12.599316653Z,{"lat":10.742033659490517,"lon":106.63258756520844}
2024-07-11T10:13:13.599387556Z,{"lat":10.742008681419065,"lon":106.63257834511495}
2024-07-11T10:13:14.639309719Z,{"lat":10.741983368071487,"lon":106.63256979557372}
2024-07-11T10:13:15.62083777Z,{"lat":10.741959018642774,"lon":106.63256325768924}
2024-07-11T10:13:16.619321724Z,{"lat":10.741932573738268,"lon":106.63255739035702}
2024-07-11T10:13:17.619164036Z,{"lat":10.741905458281508,"lon":106.63255202593899}
2024-07-11T10:13:18.63935273Z,{"lat":10.741880983124247,"lon":106.63254749971128}
2024-07-11T10:13:19.647471538Z,{"lat":10.741855921233764,"lon":106.63254029127455}
2024-07-11T10:13:20.640985264Z,{"lat":10.741832451904884,"lon":106.63253098736203}
2024-07-11T10:13:21.639191904Z,{"lat":10.741812419156304,"lon":106.63252285691595}
2024-07-11T10:13:22.649572116Z,{"lat":10.741791590126923,"lon":106.63251447501278}
2024-07-11T10:13:23.649078223Z,{"lat":10.741768917078844,"lon":106.63250651220477}
2024-07-11T10:13:24.649417482Z,{"lat":10.741749638701549,"lon":106.63250030959642}
2024-07-11T10:13:25.669225544Z,{"lat":10.741734467456808,"lon":106.6324949451784}
2024-07-11T10:13:26.656179071Z,{"lat":10.741721056411734,"lon":106.63248999985552}
2024-07-11T10:13:27.669206602Z,{"lat":10.741711040037444,"lon":106.63248656327522}
2024-07-11T10:13:28.679644382Z,{"lat":10.74170207140105,"lon":106.632485976542}
2024-07-11T10:13:29.679693751Z,{"lat":10.741693060855141,"lon":106.63248388106621}
2024-07-11T10:13:30.690089913Z,{"lat":10.74168224820005,"lon":106.63248346197105}
2024-07-11T10:13:31.689275805Z,{"lat":10.741674997853806,"lon":106.6324857250849}
2024-07-11T10:13:32.699314303Z,{"lat":10.74166816660272,"lon":106.63249217915035}
2024-07-11T10:13:33.689744855Z,{"lat":10.741662131632436,"lon":106.63250173451996}
2024-07-11T10:13:34.700673103Z,{"lat":10.74165693485247,"lon":106.63251338536537}
2024-07-11T10:13:35.699251537Z,{"lat":10.741652031439115,"lon":106.63252629349626}
2024-07-11T10:13:36.699265781Z,{"lat":10.741648008125592,"lon":106.63254255438841}
2024-07-11T10:13:37.727184927Z,{"lat":10.74164499064045,"lon":106.63255940201378}
2024-07-11T10:13:38.709353745Z,{"lat":10.741642895164658,"lon":106.63257407034433}
2024-07-11T10:13:39.709748011Z,{"lat":10.741640171046127,"lon":106.63258899013198}
2024-07-11T10:13:40.709255113Z,{"lat":10.741637027832438,"lon":106.63260416137672}
2024-07-11T10:13:41.710249606Z,{"lat":10.74163254351424,"lon":106.63261857825017}
2024-07-11T10:13:42.727337917Z,{"lat":10.741628562110234,"lon":106.63263157020009}
2024-07-11T10:13:43.719490961Z,{"lat":10.741625544625093,"lon":106.63264238285518}
2024-07-11T10:13:44.72922058Z,{"lat":10.741625544625093,"lon":106.63264238285518}
2024-07-11T10:13:45.737141126Z,{"lat":10.741621688949634,"lon":106.63266736092663}
2024-07-11T10:13:46.737253285Z,{"lat":10.741621186035443,"lon":106.63268278362847}
2024-07-11T10:13:47.729260312Z,{"lat":10.74162152131157,"lon":106.63269644613064}
2024-07-11T10:13:48.739407376Z,{"lat":10.741624329249133,"lon":106.63270885134733}
2024-07-11T10:13:49.72969607Z,{"lat":10.741625502715577,"lon":106.63272159184015}
2024-07-11T10:13:50.73942126Z,{"lat":10.741625418896545,"lon":106.63273533816135}
2024-07-11T10:13:51.74897378Z,{"lat":10.741624622615744,"lon":106.63274916830159}
2024-07-11T10:13:52.750460205Z,{"lat":10.74162323960172,"lon":106.63275939422346}
2024-07-11T10:13:53.749179818Z,{"lat":10.741623281511236,"lon":106.63277179944015}
2024-07-11T10:13:54.7394944Z,{"lat":10.741623281511236,"lon":106.63278579721845}
2024-07-11T10:13:55.749845596Z,{"lat":10.741623574877847,"lon":106.63279468203581}
2024-07-11T10:13:56.76927253Z,{"lat":10.741621688949634,"lon":106.63280197429157}
2024-07-11T10:13:57.759019015Z,{"lat":10.741618503826428,"lon":106.63280976946152}
2024-07-11T10:13:58.769005207Z,{"lat":10.741616701717247,"lon":106.6328226775924}
2024-07-11T10:13:59.7692277Z,{"lat":10.741613013679851,"lon":106.63283684300876}
2024-07-11T10:14:00.778842503Z,{"lat":10.741609241823424,"lon":106.63284589546419}
2024-07-11T10:14:01.759026951Z,{"lat":10.74160584715264,"lon":106.63285478028155}
2024-07-11T10:14:02.761803342Z,{"lat":10.74160534423845,"lon":106.63286458710826}
2024-07-11T10:14:03.759224853Z,{"lat":10.74160664343344,"lon":106.6328710411737}
2024-07-11T10:14:04.769243296Z,{"lat":10.741610415289868,"lon":106.63287875252462}
2024-07-11T10:14:05.770083815Z,{"lat":10.741616450260151,"lon":106.63288772116101}
2024-07-11T10:14:06.769314733Z,{"lat":10.741623574877847,"lon":106.63289736034966}
2024-07-11T10:14:07.759272685Z,{"lat":10.741628645929266,"lon":106.63290515551961}
2024-07-11T10:14:08.759153438Z,{"lat":10.74163618964212,"lon":106.63291395651794}
2024-07-11T10:14:09.769108737Z,{"lat":10.741645996468831,"lon":106.63292334424949}
2024-07-11T10:14:10.787977045Z,{"lat":10.741655090833772,"lon":106.63293214524782}
2024-07-11T10:14:11.779519163Z,{"lat":10.741664394746293,"lon":106.63294069478906}
2024-07-11T10:14:12.799557561Z,{"lat":10.741673279563656,"lon":106.63294957960642}
2024-07-11T10:14:13.79915532Z,{"lat":10.741684343675843,"lon":106.63295997316635}
2024-07-11T10:14:14.825314052Z,{"lat":10.741695323968997,"lon":106.6329693608979}
2024-07-11T10:14:15.797322839Z,{"lat":10.741704292605391,"lon":106.6329762340585}
2024-07-11T10:14:16.79934548Z,{"lat":10.741716404455474,"lon":106.63298201757169}
2024-07-11T10:14:17.799033517Z,{"lat":10.741729815500548,"lon":106.63298956128455}
2024-07-11T10:14:18.80734062Z,{"lat":10.741743226545623,"lon":106.63299794318772}
2024-07-11T10:14:19.819418389Z,{"lat":10.74175852351891,"lon":106.6330095102141}
2024-07-11T10:14:20.819233457Z,{"lat":10.741767408336273,"lon":106.63302317271626}
2024-07-11T10:14:21.827153433Z,{"lat":10.74176895898836,"lon":106.63303809250391}
2024-07-11T10:14:22.817131811Z,{"lat":10.741765899593702,"lon":106.63305435339606}
2024-07-11T10:14:23.81918608Z,{"lat":10.741765899593702,"lon":106.63305435339606}
2024-07-11T10:14:24.819597397Z,{"lat":10.741746956492534,"lon":106.63308268422878}
2024-07-11T10:14:25.82780154Z,{"lat":10.741736688661149,"lon":106.63309215577937}
2024-07-11T10:14:26.837271016Z,{"lat":10.741727217110565,"lon":106.6331009567777}
2024-07-11T10:14:27.849225535Z,{"lat":10.741718080836108,"lon":106.63311160179472}
2024-07-11T10:14:28.849083982Z,{"lat":10.741709782751968,"lon":106.63312325264013}
2024-07-11T10:14:29.869406826Z,{"lat":10.741701317029765,"lon":106.63313414911426}
2024-07-11T10:14:30.879387271Z,{"lat":10.741693605678847,"lon":106.63314437503612}
2024-07-11T10:14:31.870250424Z,{"lat":10.741685978146961,"lon":106.63315719934798}
2024-07-11T10:14:32.869369254Z,{"lat":10.74168082327651,"lon":106.63316985602177}
2024-07-11T10:14:33.877402173Z,{"lat":10.741676758053472,"lon":106.6331820936004}
2024-07-11T10:14:34.878213865Z,{"lat":10.7416770933296,"lon":106.63319659429288}
2024-07-11T10:14:35.869552797Z,{"lat":10.741679901267162,"lon":106.63320506001509}
2024-07-11T10:14:36.870667926Z,{"lat":10.741684259856811,"lon":106.63320992151893}
2024-07-11T10:14:37.869253802Z,{"lat":10.741688073622754,"lon":106.63321562121308}
2024-07-11T10:14:38.869301224Z,{"lat":10.74169327040272,"lon":106.6332254280398}
2024-07-11T10:14:39.859290592Z,{"lat":10.741701317029765,"lon":106.63323883908487}
2024-07-11T10:14:40.87010386Z,{"lat":10.741710788580349,"lon":106.63325233394897}
2024-07-11T10:14:41.869177744Z,{"lat":10.741721852692535,"lon":106.63326532589889}
2024-07-11T10:14:42.869112058Z,{"lat":10.741734635094872,"lon":106.63328217352426}
2024-07-11T10:14:43.867100762Z,{"lat":10.741747124130598,"lon":106.6332991887877}
2024-07-11T10:14:44.887490554Z,{"lat":10.741756134676507,"lon":106.63331368948019}
2024-07-11T10:14:45.888941781Z,{"lat":10.741764516579678,"lon":106.63332642997301}
2024-07-11T10:14:46.890117192Z,{"lat":10.741773820492199,"lon":106.6333374940852}
2024-07-11T10:14:47.88978921Z,{"lat":10.741784716966322,"lon":106.6333459598074}
2024-07-11T10:14:48.899210043Z,{"lat":10.74179808610188,"lon":106.6333530844251}
2024-07-11T10:14:49.909509466Z,{"lat":10.74181195815163,"lon":106.63335978994763}
2024-07-11T10:14:50.919343203Z,{"lat":10.74182490819203,"lon":106.63336548964179}
2024-07-11T10:14:51.919606724Z,{"lat":10.741838319237104,"lon":106.6333752964685}
2024-07-11T10:14:52.91936897Z,{"lat":10.741849928172996,"lon":106.63338795314229}
2024-07-11T10:14:53.920296571Z,{"lat":10.741854873495868,"lon":106.63340220237768}
2024-07-11T10:14:54.919385589Z,{"lat":10.741854077215066,"lon":106.63341963673628}
2024-07-11T10:14:55.91933646Z,{"lat":10.741854077215066,"lon":106.63341963673628}
2024-07-11T10:14:56.939943085Z,{"lat":10.741839827979675,"lon":106.6334550921867}
2024-07-11T10:14:57.929139952Z,{"lat":10.741830021152964,"lon":106.63346925760305}
2024-07-11T10:14:58.93929474Z,{"lat":10.741818663674167,"lon":106.63348166281975}
2024-07-11T10:14:59.959459579Z,{"lat":10.741806468005052,"lon":106.63349289457}
2024-07-11T10:15:00.949353368Z,{"lat":10.741795278164318,"lon":106.6335047968725}
2024-07-11T10:15:01.959237721Z,{"lat":10.741787021989694,"lon":106.63351519043243}
2024-07-11T10:15:02.959561712Z,{"lat":10.741781238476506,"lon":106.63352793092525}
2024-07-11T10:15:03.969312835Z,{"lat":10.741778095262816,"lon":106.63354083905614}
2024-07-11T10:15:04.949343826Z,{"lat":10.74177633506315,"lon":106.63355441773928}
2024-07-11T10:15:05.954506032Z,{"lat":10.741779184910229,"lon":106.63356523039437}
2024-07-11T10:15:06.949873629Z,{"lat":10.741786602894535,"lon":106.63357067863143}
